"Order ID","Customer ID","cl_order_date","order_year","order_month","sales","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment","cl_year"
"CA-2012-129476","PA-19060","2012-10-15T00:00:00.000Z","2012","10","339.96","103","7","729.408","3","5","5","355","Loyal Customers","2012"
"CA-2014-146780","CV-12805","2014-12-26T00:00:00.000Z","2014","12","41.96","5","19","2370.3136","1","1","3","113","Low Value Customers","2014"
"CA-2013-128867","CL-12565","2013-11-04T00:00:00.000Z","2013","11","75.96","284","28","10880.545999999998","5","1","1","511","Growing Customers","2013"
"CA-2013-128867","CL-12565","2013-11-04T00:00:00.000Z","2013","11","27.24","284","28","10880.545999999998","5","1","1","511","Growing Customers","2013"
"CA-2011-115259","RC-19960","2011-08-25T00:00:00.000Z","2011","8","40.096","110","11","885.752","4","3","5","435","Loyal Customers","2011"
"CA-2011-115259","RC-19960","2011-08-25T00:00:00.000Z","2011","8","4.72","110","11","885.752","4","3","5","435","Loyal Customers","2011"
"CA-2011-115259","RC-19960","2011-08-25T00:00:00.000Z","2011","8","23.976","110","11","885.752","4","3","5","435","Loyal Customers","2011"
"CA-2011-115259","RC-19960","2011-08-25T00:00:00.000Z","2011","8","130.464","110","11","885.752","4","3","5","435","Loyal Customers","2011"
"CA-2012-110457","DK-13090","2012-03-02T00:00:00.000Z","2012","3","787.53","42","13","2650.557","2","3","3","233","At Risk Customers","2012"
"US-2012-136476","GG-14650","2012-04-05T00:00:00.000Z","2012","4","157.794","43","24","2224.000000000001","2","1","3","213","Low Value Customers","2012"
"CA-2013-103730","SC-20725","2013-06-13T00:00:00.000Z","2013","6","47.04","187","26","5226.209999999998","4","1","1","411","Growing Customers","2013"
"CA-2013-103730","SC-20725","2013-06-13T00:00:00.000Z","2013","6","30.84","187","26","5226.209999999998","4","1","1","411","Growing Customers","2013"
"CA-2013-103730","SC-20725","2013-06-13T00:00:00.000Z","2013","6","226.56","187","26","5226.209999999998","4","1","1","411","Growing Customers","2013"
"CA-2013-103730","SC-20725","2013-06-13T00:00:00.000Z","2013","6","115.02","187","26","5226.209999999998","4","1","1","411","Growing Customers","2013"
"CA-2013-103730","SC-20725","2013-06-13T00:00:00.000Z","2013","6","68.04","187","26","5226.209999999998","4","1","1","411","Growing Customers","2013"
"US-2011-152030","AD-10180","2011-12-26T00:00:00.000Z","2011","12","600.558","29","12","6106.879999999999","2","3","1","231","At Risk Customers","2011"
"US-2011-134614","PF-19165","2011-09-20T00:00:00.000Z","2011","9","617.7","196","10","2770","4","4","2","442","Loyal Customers","2011"
"US-2014-107272","TS-21610","2014-11-06T00:00:00.000Z","2014","11","2.388","55","11","2820.4240000000004","3","3","2","332","Loyal Customers","2014"
"US-2014-107272","TS-21610","2014-11-06T00:00:00.000Z","2014","11","243.992","55","11","2820.4240000000004","3","3","2","332","Loyal Customers","2014"
"US-2013-125969","LS-16975","2013-11-07T00:00:00.000Z","2013","11","81.424","20","22","2988.674","1","1","2","112","Low Value Customers","2013"
"US-2013-125969","LS-16975","2013-11-07T00:00:00.000Z","2013","11","238.56","20","22","2988.674","1","1","2","112","Low Value Customers","2013"
"US-2014-164147","DW-13585","2014-02-03T00:00:00.000Z","2014","2","59.97","242","10","1204.854","5","4","4","544","Top Customers","2014"
"US-2014-164147","DW-13585","2014-02-03T00:00:00.000Z","2014","2","78.304","242","10","1204.854","5","4","4","544","Top Customers","2014"
"US-2014-164147","DW-13585","2014-02-03T00:00:00.000Z","2014","2","21.456","242","10","1204.854","5","4","4","544","Top Customers","2014"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","20.04","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","35.44","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","11.52","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","4.02","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","76.176","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","65.88","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-145583","LC-16885","2013-10-14T00:00:00.000Z","2013","10","43.12","16","23","7663.125999999999","1","1","1","111","Low Value Customers","2013"
"CA-2013-110366","JD-15895","2013-09-06T00:00:00.000Z","2013","9","82.8","394","32","7610.864","5","1","1","511","Growing Customers","2013"
"CA-2014-106180","SH-19975","2014-09-19T00:00:00.000Z","2014","9","8.82","29","29","3406.8394999999996","2","1","2","212","Low Value Customers","2014"
"CA-2014-106180","SH-19975","2014-09-19T00:00:00.000Z","2014","9","10.86","29","29","3406.8394999999996","2","1","2","212","Low Value Customers","2014"
"CA-2014-106180","SH-19975","2014-09-19T00:00:00.000Z","2014","9","143.7","29","29","3406.8394999999996","2","1","2","212","Low Value Customers","2014"
"CA-2014-155376","SG-20080","2014-12-23T00:00:00.000Z","2014","12","839.43","8","11","3406.581","1","3","2","132","At Risk Customers","2014"
"CA-2012-110744","HA-14920","2012-09-07T00:00:00.000Z","2012","9","671.93","20","18","2584.1580000000004","1","1","3","113","Low Value Customers","2012"
"CA-2011-110072","MG-17680","2011-10-22T00:00:00.000Z","2011","10","93.888","92","10","2350.188","3","4","3","343","Loyal Customers","2011"
"CA-2013-114489","JE-16165","2013-12-06T00:00:00.000Z","2013","12","384.45","20","7","2697.248","1","4","3","143","At Risk Customers","2013"
"CA-2013-114489","JE-16165","2013-12-06T00:00:00.000Z","2013","12","149.97","20","7","2697.248","1","4","3","143","At Risk Customers","2013"
"CA-2013-114489","JE-16165","2013-12-06T00:00:00.000Z","2013","12","1951.84","20","7","2697.248","1","4","3","143","At Risk Customers","2013"
"CA-2013-114489","JE-16165","2013-12-06T00:00:00.000Z","2013","12","171.55","20","7","2697.248","1","4","3","143","At Risk Customers","2013"
"CA-2013-158834","TW-21025","2013-03-14T00:00:00.000Z","2013","3","157.92","64","12","5278.825999999999","3","3","1","331","Loyal Customers","2013"
"CA-2013-158834","TW-21025","2013-03-14T00:00:00.000Z","2013","3","203.184","64","12","5278.825999999999","3","3","1","331","Loyal Customers","2013"
"CA-2012-124919","SP-20650","2012-05-31T00:00:00.000Z","2012","5","58.38","386","15","1872.4360000000001","5","2","3","523","Growing Customers","2012"
"CA-2012-124919","SP-20650","2012-05-31T00:00:00.000Z","2012","5","105.52","386","15","1872.4360000000001","5","2","3","523","Growing Customers","2012"
"CA-2012-124919","SP-20650","2012-05-31T00:00:00.000Z","2012","5","80.88","386","15","1872.4360000000001","5","2","3","523","Growing Customers","2012"
"CA-2012-118948","NK-18490","2012-05-28T00:00:00.000Z","2012","5","6.63","70","11","572.048","3","3","5","335","Loyal Customers","2012"
"CA-2011-104269","DB-13060","2011-03-01T00:00:00.000Z","2011","3","457.568","16","13","4531.646000000002","1","3","1","131","At Risk Customers","2011"
"CA-2013-114104","NP-18670","2013-11-21T00:00:00.000Z","2013","11","14.62","58","10","3908.402","3","3","2","332","Loyal Customers","2013"
"CA-2013-114104","NP-18670","2013-11-21T00:00:00.000Z","2013","11","944.93","58","10","3908.402","3","3","2","332","Loyal Customers","2013"
"CA-2013-162733","TT-21070","2013-05-12T00:00:00.000Z","2013","5","5.98","31","14","4915.602","2","2","1","221","Low Value Customers","2013"
"CA-2012-119697","EM-13960","2012-12-28T00:00:00.000Z","2012","12","54.384","151","6","933.704","4","5","5","455","Top Customers","2012"
"CA-2013-154508","RD-19900","2013-11-17T00:00:00.000Z","2013","11","28.4","114","21","3133.9239999999995","4","1","2","412","Growing Customers","2013"
"CA-2013-113817","MJ-17740","2013-11-08T00:00:00.000Z","2013","11","27.68","22","15","6320.746","1","2","1","121","Low Value Customers","2013"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","9.936","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","8159.952","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","275.928","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","1740.06","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","32.064","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","177.98","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-139892","BM-11140","2011-09-08T00:00:00.000Z","2011","9","143.976","307","16","11789.630000000003","5","2","1","521","Growing Customers","2011"
"CA-2011-118962","CS-12130","2011-08-05T00:00:00.000Z","2011","8","20.94","489","7","884.64","5","5","5","555","Top Customers","2011"
"CA-2011-118962","CS-12130","2011-08-05T00:00:00.000Z","2011","8","110.96","489","7","884.64","5","5","5","555","Top Customers","2011"
"CA-2011-118962","CS-12130","2011-08-05T00:00:00.000Z","2011","8","340.144","489","7","884.64","5","5","5","555","Top Customers","2011"
"US-2011-100853","JB-15400","2011-09-14T00:00:00.000Z","2011","9","52.448","7","16","1791.605","1","2","3","123","Low Value Customers","2011"
"US-2011-100853","JB-15400","2011-09-14T00:00:00.000Z","2011","9","20.16","7","16","1791.605","1","2","3","123","Low Value Customers","2011"
"US-2014-152366","SJ-20500","2014-04-22T00:00:00.000Z","2014","4","97.264","253","7","1318.7759999999998","5","5","4","554","Top Customers","2014"
"US-2012-101511","JE-15745","2012-11-21T00:00:00.000Z","2012","11","396.802","51","23","6760.814999999999","2","1","1","211","Low Value Customers","2012"
"US-2012-101511","JE-15745","2012-11-21T00:00:00.000Z","2012","11","15.88","51","23","6760.814999999999","2","1","1","211","Low Value Customers","2012"
"CA-2012-137225","JK-15640","2012-12-15T00:00:00.000Z","2012","12","3.28","180","12","4760.434000000001","4","3","1","431","Loyal Customers","2012"
"CA-2011-166191","DK-13150","2011-12-05T00:00:00.000Z","2011","12","24.816","10","5","797.832","1","5","5","155","At Risk Customers","2011"
"CA-2011-166191","DK-13150","2011-12-05T00:00:00.000Z","2011","12","408.744","10","5","797.832","1","5","5","155","At Risk Customers","2011"
"CA-2011-158274","RM-19675","2011-11-19T00:00:00.000Z","2011","11","503.96","6","11","5979.0960000000005","1","3","1","131","At Risk Customers","2011"
"CA-2011-158274","RM-19675","2011-11-19T00:00:00.000Z","2011","11","149.95","6","11","5979.0960000000005","1","3","1","131","At Risk Customers","2011"
"CA-2011-158274","RM-19675","2011-11-19T00:00:00.000Z","2011","11","29","6","11","5979.0960000000005","1","3","1","131","At Risk Customers","2011"
"CA-2013-105018","SK-19990","2013-11-29T00:00:00.000Z","2013","11","7.16","8","5","883.409","1","5","5","155","At Risk Customers","2013"
"CA-2011-123260","FM-14290","2011-08-26T00:00:00.000Z","2011","8","176.8","36","20","3736.1979999999994","2","1","2","212","Low Value Customers","2011"
"CA-2013-157000","AM-10360","2013-07-17T00:00:00.000Z","2013","7","37.224","28","12","814.0120000000001","2","3","5","235","At Risk Customers","2013"
"CA-2013-157000","AM-10360","2013-07-17T00:00:00.000Z","2013","7","20.016","28","12","814.0120000000001","2","3","5","235","At Risk Customers","2013"
"CA-2012-102281","MP-17470","2012-10-12T00:00:00.000Z","2012","10","899.136","719","14","3206.132","5","2","2","522","Growing Customers","2012"
"CA-2012-102281","MP-17470","2012-10-12T00:00:00.000Z","2012","10","71.76","719","14","3206.132","5","2","2","522","Growing Customers","2012"
